% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.04	1.04	1	1	3	4	333	131535	334	131930	0.003	0	0.003	0.003	395	0	395	395	
0.04	1.04	1	2	2	4	333	131535	333	131535	0.003	0	0.003	0.003	395	0	395	395	
0.04	1.04	1	3	1	4	334	131930	333	131535	0.003	0	0.003	0.003	395	0	395	395	
1.04	2.04	1	1	3	4	154	60830	153	60435	0.003	0	0.003	0.003	395	0	395	395	
1.04	2.04	1	2	2	4	423	131846	423	131977	0.003	0	0.003	0.003	312.002	63.1943	264	395	
1.04	2.04	1	3	1	4	423	131846	423	131977	0.003	0	0.003	0.003	312.002	63.1943	264	395	
2.04	3.04	1	2	2	4	480	126720	480	126720	0.003	0	0.003	0.003	264	0	264	264	
2.04	3.04	1	3	1	4	480	126720	480	126720	0.003	0	0.003	0.003	264	0	264	264	
